submission_id,submission_date,gender,age,geography,financial_situation,education,employment_status,submission_state,are_there_children_0_to_2_yrs_out_of_educational_system,were_children_3_to_17_yrs_enrolled_and_did_not_return_to_school,are_there_children_who_stopped_enrolling_in_primary_education,are_there_children_who_stopped_enrolling_in_secondary_education,are_children_attending_face_to_face_classes,can_children_observe_deterioration_of_basic_services_of_school,do_children_3_and_17_yrs_receive_regular_school_meals,are_there_teachers_at_scheduled_class_hours,are_children_3_to_17_yrs_dealing_with_irregular_school_activity,are_children_being_teached_by_unqualified_people,did_teachers_leave_the_educational_system,do_school_and_the_teachers_have_internet_connection,do_children_have_internet_connection,do_children_3_to_17_yrs_miss_virtual_class_due_to_lack_of_electricity,does_home_shows_severe_deficit_of_electricity,does_home_shows_severe_deficit_of_internet,do_children_3_to_17_yrs_miss_class_or_in_lower_grade,are_children_promoted_with_a_modality_different_from_formal_evaluation
5.02202E+15,2021/3/14,Female,26 to 35 years old,Rural,I cannot afford enough food for my family,University or college degree completed,"I do housework, fulfilling domestic tasks, looking after children",Lara,1,0,1,0,1,0,2 days,Irregularly,0,1,0,1,0,1,0,1,0,1
4.92006E+15,2021/3/14,Female,26 to 35 years old,Rural,I cannot afford enough food for my family,University or college degree completed,"I work full-time, either as an employee or self-employed",Lara,0,1,0,0,0,1,No,Irregularly,1,1,1,0,1,1,0,0,0,1
5.07577E+15,2021/3/15,Male,Over 45 years old,Rural,"I can afford food, but nothing else",Post-graduate education,"I do housework, fulfilling domestic tasks, looking after children",Lara,1,1,1,1,0,0,4 days,Irregularly,1,1,1,1,0,1,0,1,1,1
4.71834E+15,2021/3/19,Female,18 to 25 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Some university or college,I am a student and I work part-time,Lara,1,1,0,0,0,1,No,Irregularly,1,1,1,1,1,1,0,0,1,1
5.69098E+15,2021/3/15,Female,26 to 35 years old,City center or metropolitan area,"I can afford food, regular expenses, and clothes, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Lara,0,1,0,0,1,1,No,Irregularly,1,0,1,0,1,1,1,1,1,1
6.74834E+15,2021/3/28,Female,36 to 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,University or college degree completed,I am unemployed,Lara,1,1,0,0,0,1,No,Irregularly,0,0,0,1,1,1,0,1,0,1
6.58372E+15,2021/4/1,Female,36 to 45 years old,City center or metropolitan area,"I can afford food, regular expenses, and clothes, but nothing else",Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Lara,0,0,0,0,0,1,No,Irregularly,0,0,1,1,1,0,0,0,0,1
5.13097E+15,2021/3/29,Male,18 to 25 years old,Rural,"I can afford food, but nothing else",University or college degree completed,I am retired,Lara,0,1,1,1,0,0,No,Irregularly,0,1,1,1,1,1,1,0,1,1
6.66199E+15,2021/3/30,Female,18 to 25 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Some university or college,I am a student and I work part-time,Lara,0,1,0,1,0,1,No,Irregularly,1,1,1,0,0,1,0,1,0,0
5.07368E+15,2021/9/27,Female,18 to 25 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Lara,0,1,1,1,0,1,No,Irregularly,1,0,1,1,1,0,0,0,0,1
4.85303E+15,2021/3/13,Female,36 to 45 years old,Suburban/Peri-urban,"I can comfortably afford food, clothes, and furniture, but I don’t have savings",University or college degree completed,"I work full-time, either as an employee or self-employed",Lara,0,0,0,0,0,0,No,Irregularly,0,0,0,1,1,0,0,0,0,0
5.42369E+15,2021/3/31,Female,18 to 25 years old,Rural,"I can afford food, but nothing else",Prefer not to answer,I am a student and I work part-time,Lara,0,1,0,0,0,0,No,Irregularly,0,0,1,1,1,1,0,1,0,0
4.84338E+15,2021/3/27,Male,26 to 35 years old,Rural,"I can afford food, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Lara,0,0,0,0,0,1,No,Irregularly,1,0,1,1,0,1,0,1,0,1
4.53498E+15,2021/4/2,Male,18 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Lara,1,1,0,1,0,1,No,Irregularly,0,0,0,1,0,1,1,1,0,0
4.59123E+15,2021/3/20,Female,26 to 35 years old,Suburban/Peri-urban,"I can afford food, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Lara,0,1,0,0,0,1,No,Irregularly,1,0,1,1,1,1,0,1,0,0
5.87782E+15,2021/3/25,Female,26 to 35 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Lara,0,1,1,1,0,1,No,Irregularly,1,0,1,1,0,1,1,1,0,1
5.95996E+15,2021/3/14,Male,36 to 45 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,I am unemployed,Carabobo,1,1,0,0,0,0,No,Irregularly,0,0,0,1,1,1,1,0,0,0
6.32556E+15,2021/3/13,Male,36 to 45 years old,Rural,"I can afford food, but nothing else",University or college degree completed,"I do housework, fulfilling domestic tasks, looking after children",Carabobo,1,0,0,0,0,0,No,Irregularly,0,1,1,0,0,0,1,1,0,0
5.57302E+15,2021/3/29,Female,18 to 25 years old,Rural,"I can afford food, but nothing else",Secondary school/ high school completed,I am unemployed,Carabobo,1,1,0,0,0,0,No,Irregularly,0,0,0,1,1,0,0,1,0,0
4.88777E+15,2021/3/22,Female,Under 18,City center or metropolitan area,I cannot afford enough food for my family,Secondary school/ high school completed,I am unemployed,Mérida,0,0,0,0,0,1,Every day,Irregularly,1,0,1,0,0,1,0,1,0,1
5.48158E+15,2021/3/13,Female,26 to 35 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Miranda,0,1,0,0,0,0,No,Irregularly,1,0,1,0,0,1,0,1,1,1
5.4867E+15,2021/3/19,Male,Over 45 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, but I don’t have savings",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Miranda,0,0,0,0,0,1,No,Irregularly,1,1,1,0,1,0,0,0,0,1
6.21405E+15,2021/5/18,Female,Over 45 years old,City center or metropolitan area,Prefer not to answer,Post-graduate education,"I work full-time, either as an employee or self-employed",Miranda,0,0,0,0,0,1,No,Irregularly,0,0,1,1,0,0,0,0,0,0
6.52721E+15,2021/9/27,Female,Over 45 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, and I have savings",University or college degree completed,I am retired,Miranda,0,1,0,0,1,1,Every day,Irregularly,1,0,1,1,1,1,0,0,1,1
5.3505E+15,2021/3/13,Female,36 to 45 years old,City center or metropolitan area,"I can afford food, but nothing else",No formal education,"I work full-time, either as an employee or self-employed",Miranda,0,1,0,0,0,1,No,Irregularly,1,0,1,1,1,0,0,0,0,0
5.96207E+15,2021/3/17,Male,36 to 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Miranda,0,1,0,0,1,0,No,Irregularly,1,1,1,1,1,1,0,0,0,0
5.55732E+15,2021/3/31,Female,18 to 25 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Some technical education (e.g polytechnic school),I am a student and I work part-time,Miranda,0,0,0,0,0,1,No,Irregularly,1,0,0,0,0,1,0,1,0,0
4.83946E+15,2021/3/13,Male,36 to 45 years old,City center or metropolitan area,I cannot afford enough food for my family,Technical school diploma or degree completed,I am unemployed,Miranda,1,1,0,0,0,0,No,Irregularly,1,0,1,1,1,1,1,1,0,0
5.42076E+15,2021/9/27,Female,18 to 25 years old,Rural,"I can afford food, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Miranda,0,1,0,1,0,1,No,Irregularly,1,0,1,0,0,0,0,1,1,0
5.42067E+15,2021/3/13,Male,26 to 35 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Miranda,0,0,0,0,0,1,3 days,Irregularly,1,1,1,1,1,1,0,1,0,1
5.88196E+15,2021/3/17,Male,26 to 35 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, and I have savings",University or college degree completed,"I work full-time, either as an employee or self-employed",Miranda,1,0,0,0,0,1,No,Irregularly,1,0,1,0,1,0,0,1,1,0
5.40657E+15,2021/9/27,Male,26 to 35 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Miranda,0,0,0,0,0,1,No,Irregularly,1,0,0,0,0,1,0,0,1,0
6.57656E+15,2021/3/15,Male,18 to 25 years old,City center or metropolitan area,Prefer not to answer,Some technical education (e.g polytechnic school),"I work part-time, either as an employee or self-employed",Miranda,0,0,0,0,0,0,No,Irregularly,0,0,0,0,0,0,0,0,0,0
5.75826E+15,2021/3/17,Male,26 to 35 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Some secondary school / high school,"I work full-time, either as an employee or self-employed",Miranda,0,0,0,0,0,1,No,Irregularly,1,0,0,1,1,0,0,1,0,1
5.89977E+15,2021/9/27,Female,36 to 45 years old,City center or metropolitan area,Prefer not to answer,Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Miranda,0,0,0,0,0,0,No,Irregularly,1,1,0,0,0,1,0,1,0,0
6.53788E+15,2021/3/13,Female,26 to 35 years old,City center or metropolitan area,I cannot afford enough food for my family,University or college degree completed,I am unemployed,Monagas,0,1,1,1,0,0,No,Irregularly,0,0,0,0,1,0,0,0,0,0
4.86043E+15,2021/3/13,Female,36 to 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I do housework, fulfilling domestic tasks, looking after children",Monagas,0,1,0,0,0,1,No,Irregularly,0,0,0,0,0,1,0,1,0,0
6.19484E+15,2021/3/13,Female,36 to 45 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Secondary school/ high school completed,I am unemployed,Monagas,0,1,0,0,0,0,No,Irregularly,1,0,0,0,0,0,0,0,0,1
4.57753E+15,2021/3/21,Female,26 to 35 years old,City center or metropolitan area,I cannot afford enough food for my family,Some technical education (e.g polytechnic school),I am unemployed,Monagas,0,0,1,0,0,1,No,Irregularly,1,0,1,1,1,1,1,1,1,1
5.84936E+15,2021/3/14,Male,Over 45 years old,City center or metropolitan area,"I can afford food, regular expenses, and clothes, but nothing else",University or college degree completed,I am unemployed,Monagas,0,0,0,0,0,1,No,Irregularly,1,1,0,0,1,0,0,0,0,0
6.11138E+15,2021/5/9,Female,18 to 25 years old,City center or metropolitan area,"I can afford food, regular expenses, and clothes, but nothing else",Secondary school/ high school completed,I am a student,Monagas,0,1,0,1,0,1,No,Irregularly,1,1,1,0,1,1,0,1,1,1
5.88181E+15,2021/4/1,Male,18 to 25 years old,City center or metropolitan area,"I can afford food, but nothing else",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Monagas,1,1,0,0,0,1,No,Irregularly,1,0,1,1,1,1,0,1,1,0
6.28991E+15,2021/3/15,Male,26 to 35 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Some university or college,"I work part-time, either as an employee or self-employed",Monagas,0,0,0,0,0,1,No,Irregularly,1,1,1,1,1,1,0,1,1,1
6.00815E+15,2021/9/27,Female,18 to 25 years old,Suburban/Peri-urban,"I can afford food, regular expenses, and clothes, but nothing else",Some university or college,I am a student and I work part-time,Monagas,1,1,0,0,0,1,No,Irregularly,1,0,1,0,0,1,0,1,0,1
5.92277E+15,2021/3/14,Female,26 to 35 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Technical school diploma or degree completed,I am unemployed,Monagas,1,0,0,0,0,1,No,Irregularly,1,1,1,0,0,0,0,1,0,0
4.79061E+15,2021/4/5,Female,26 to 35 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Monagas,0,1,0,1,0,1,No,Irregularly,1,0,1,0,0,1,1,1,0,1
4.57218E+15,2021/3/13,Female,Over 45 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,"I do housework, fulfilling domestic tasks, looking after children",Monagas,0,1,0,0,0,1,No,Irregularly,1,0,1,0,0,0,0,1,0,1
4.83052E+15,2021/9/27,Male,26 to 35 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Monagas,1,1,1,1,0,1,No,Irregularly,1,0,1,0,1,1,0,1,1,1
5.59145E+15,2021/3/27,Female,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",Some university or college,"I work part-time, either as an employee or self-employed",Monagas,0,1,0,0,0,0,No,Irregularly,0,1,1,1,1,0,0,0,0,0
6.06326E+15,2021/3/28,Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food, regular expenses, and clothes, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Nueva Esparta,1,1,1,0,0,1,No,Irregularly,1,0,1,0,0,1,0,1,1,1
5.90783E+15,2021/3/25,Male,26 to 35 years old,City center or metropolitan area,"I can afford food, regular expenses, and clothes, but nothing else",Some university or college,"I work part-time, either as an employee or self-employed",Nueva Esparta,0,1,0,0,0,1,No,Irregularly,1,0,1,0,0,1,0,1,0,0
6.60351E+15,2021/3/31,Male,18 to 25 years old,Rural,I cannot afford enough food for my family,Some secondary school / high school,"I work full-time, either as an employee or self-employed",Bolívar,0,1,0,1,0,0,No,Irregularly,1,1,1,0,0,1,1,1,1,1
5.17269E+15,2021/3/18,Male,18 to 25 years old,Rural,I cannot afford enough food for my family,Some secondary school / high school,None of the above,Táchira,0,0,1,1,1,1,No,Irregularly,1,0,1,0,1,1,1,1,1,1
6.19308E+15,2021/3/13,Male,Over 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Táchira,0,1,0,0,0,1,No,Irregularly,1,0,1,1,1,1,0,0,0,0
5.89567E+15,2021/3/13,Male,36 to 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Táchira,0,0,0,0,0,0,No,Irregularly,1,0,1,1,1,1,0,1,1,1
4.54564E+15,2021/3/27,Male,18 to 25 years old,Rural,"I can afford food, but nothing else",Some university or college,I am a student and I work part-time,Táchira,0,1,0,0,0,1,No,Irregularly,1,1,1,1,1,0,1,0,0,0
6.62903E+15,2021/3/13,Male,26 to 35 years old,Suburban/Peri-urban,"I can afford food, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Táchira,0,1,0,0,0,1,No,Irregularly,1,1,1,1,1,1,1,1,0,1
5.76186E+15,2021/3/26,Female,18 to 25 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",Táchira,1,1,0,0,1,0,No,Irregularly,1,0,0,1,1,1,0,0,0,0
5.02913E+15,2021/3/20,Female,26 to 35 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",University or college degree completed,I am unemployed,Táchira,1,1,0,0,0,1,No,Irregularly,1,0,1,1,1,1,0,1,0,1
5.04698E+15,2021/3/13,Male,36 to 45 years old,Rural,I cannot afford enough food for my family,University or college degree completed,"I work full-time, either as an employee or self-employed",Yaracuy,0,0,0,0,0,1,No,Irregularly,0,0,0,0,0,0,0,1,0,0
4.86717E+15,2021/3/27,Male,26 to 35 years old,Suburban/Peri-urban,"I can comfortably afford food, clothes, and furniture, and I have savings",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Trujillo,0,1,1,0,0,1,No,Irregularly,1,1,1,1,1,1,1,1,0,1
4.9767E+15,2021/3/19,Female,36 to 45 years old,City center or metropolitan area,I cannot afford enough food for my family,University or college degree completed,I am unemployed,Trujillo,0,0,1,0,0,1,1 day,Irregularly,1,0,1,1,1,1,0,0,1,0
6.48582E+15,2021/3/25,Male,26 to 35 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",Trujillo,1,1,0,0,0,1,No,Irregularly,0,0,1,1,1,1,1,0,1,1
5.88899E+15,2021/3/14,Male,26 to 35 years old,Rural,I cannot afford enough food for my family,Some technical education (e.g polytechnic school),"I work part-time, either as an employee or self-employed",Trujillo,0,0,0,0,1,1,No,Irregularly,0,0,1,1,1,1,0,1,0,1
5.21073E+15,2021/3/13,Female,36 to 45 years old,City center or metropolitan area,I cannot afford enough food for my family,Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Trujillo,0,0,0,0,0,1,No,Irregularly,0,0,0,1,1,1,0,0,0,1
5.97415E+15,2021/3/16,Male,Over 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Primary school completed,"I work part-time, either as an employee or self-employed",Trujillo,1,0,0,0,1,1,1 day,Irregularly,1,0,1,1,1,0,1,0,1,0
6.75155E+15,2021/9/27,Male,26 to 35 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Some university or college,I am unemployed,Miranda,1,1,1,1,1,1,2 days,Irregularly,1,1,1,1,1,1,1,1,1,1
6.38887E+15,2021/3/13,Male,18 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,I am a student,Miranda,1,1,1,0,0,1,Every day,Irregularly,1,1,1,0,0,0,0,1,0,1
5.03814E+15,2021/3/30,Female,36 to 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Nueva Esparta,0,0,0,0,0,1,No,Irregularly,1,0,1,0,0,1,0,1,0,1
6.64656E+15,2021/3/25,Male,18 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",Nueva Esparta,0,1,0,0,0,1,2 days,Irregularly,1,1,0,1,1,1,1,1,1,1
5.99278E+15,2021/4/21,Female,Over 45 years old,Suburban/Peri-urban,Prefer not to answer,Post-graduate education,"I work part-time, either as an employee or self-employed",Zulia,0,1,1,0,0,1,No,Irregularly,1,1,1,0,0,1,1,1,1,1
6.09248E+15,2021/3/25,Female,26 to 35 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Some technical education (e.g polytechnic school),"I do housework, fulfilling domestic tasks, looking after children",Bolívar,0,1,0,0,0,1,No,Irregularly,1,0,0,1,1,0,0,0,0,0
4.91195E+15,2021/3/14,Male,18 to 25 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,None of the above,Zulia,1,1,1,1,0,1,2 days,Irregularly,0,1,1,1,1,1,0,1,0,0
5.01235E+15,2021/4/1,Male,26 to 35 years old,Rural,I cannot afford enough food for my family,University or college degree completed,"I do housework, fulfilling domestic tasks, looking after children",Zulia,1,1,0,0,0,1,No,Irregularly,1,0,1,0,0,1,0,1,1,1
6.03389E+15,2021/3/25,Male,Over 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Zulia,0,1,0,0,0,1,No,Irregularly,1,0,1,1,1,0,0,1,0,1
5.26813E+15,2021/9/27,Male,26 to 35 years old,Rural,"I can afford food, but nothing else",University or college degree completed,I am unemployed,Barinas,0,0,0,0,1,1,No,Irregularly,1,0,1,0,0,1,0,0,0,0
6.66259E+15,2021/3/29,Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Zulia,0,1,0,0,0,1,No,Irregularly,1,0,0,1,1,0,0,0,0,0
5.6596E+15,2021/3/15,Female,18 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,I am a student and I work part-time,Trujillo,0,1,0,0,0,1,No,Irregularly,1,1,1,0,1,1,1,1,1,0
6.1751E+15,2021/3/13,Female,Over 45 years old,Rural,"I can afford food and regular expenses, but nothing else",Technical school diploma or degree completed,I am unemployed,Táchira,0,0,0,0,0,1,No,Irregularly,1,0,1,1,1,1,0,0,0,1
6.64461E+15,2021/9/27,Female,36 to 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Some university or college,"I work part-time, either as an employee or self-employed",Táchira,0,0,0,0,0,0,2 days,Irregularly,0,0,0,0,0,1,0,1,0,0
6.38147E+15,2021/3/22,Male,26 to 35 years old,City center or metropolitan area,"I can afford food, regular expenses, and clothes, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Táchira,0,0,0,0,0,1,No,Irregularly,1,1,1,1,1,1,1,1,1,0
5.10381E+15,2021/3/15,Male,18 to 25 years old,City center or metropolitan area,"I can afford food, but nothing else",Secondary school/ high school completed,I am a student,Táchira,1,1,0,0,1,1,No,Irregularly,1,0,1,1,1,1,1,1,0,1
4.6715E+15,2021/9/27,Male,36 to 45 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, but I don’t have savings",Primary school completed,I am retired,Táchira,1,1,1,1,1,0,1 day,Irregularly,1,0,1,1,1,1,0,1,1,1
5.40886E+15,2021/9/27,Female,36 to 45 years old,City center or metropolitan area,"I can afford food, regular expenses, and clothes, but nothing else",Post-graduate education,"I work full-time, either as an employee or self-employed",Táchira,1,1,1,1,1,0,3 days,Irregularly,1,0,1,0,0,1,0,0,0,1
4.62543E+15,2021/3/13,Male,Over 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Táchira,0,1,0,1,0,0,No,Irregularly,1,0,1,1,0,1,1,0,0,1
6.53267E+15,2021/3/14,Female,36 to 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",University or college degree completed,"I do housework, fulfilling domestic tasks, looking after children",Táchira,0,0,0,0,0,1,No,Irregularly,0,0,1,1,1,1,1,1,0,0
5.18159E+15,2021/3/13,Female,18 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Technical school diploma or degree completed,I am a student and I work part-time,Táchira,0,0,0,0,0,1,No,Irregularly,1,1,1,0,1,1,1,1,0,0
5.83297E+15,2021/3/13,Male,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Táchira,0,1,0,1,0,1,No,Irregularly,1,0,0,1,1,1,0,1,0,0
5.36119E+15,2021/9/27,Female,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Táchira,1,1,0,0,0,1,No,Irregularly,1,0,1,1,1,0,0,1,0,0
6.36234E+15,2021/9/27,Female,26 to 35 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Some university or college,"I work part-time, either as an employee or self-employed",Táchira,1,0,1,1,1,1,1 day,Irregularly,1,1,1,1,1,1,0,1,1,1
5.48061E+15,2021/3/13,Male,Over 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Táchira,0,1,0,1,0,1,No,Irregularly,1,0,0,1,1,0,0,0,0,0
6.50835E+15,2021/3/13,Female,Over 45 years old,Rural,"I can afford food, but nothing else",University or college degree completed,I am retired,Táchira,0,1,0,1,0,1,No,Irregularly,1,0,0,1,1,0,0,0,0,0
5.76841E+15,2021/9/27,Female,Over 45 years old,Rural,"I can afford food, but nothing else",Technical school diploma or degree completed,I am retired,Táchira,1,1,0,0,0,1,2 days,Irregularly,1,0,1,0,1,0,1,0,1,0
6.64031E+15,2021/9/27,Female,18 to 25 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, but I don’t have savings",Some university or college,"I work part-time, either as an employee or self-employed",Táchira,1,0,0,0,0,1,2 days,Irregularly,0,1,1,1,1,1,0,1,1,1
5.51116E+15,2021/3/13,Female,Over 45 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Táchira,0,1,0,0,0,0,No,Irregularly,0,0,0,1,1,0,0,0,0,0
5.337E+15,2021/9/27,Female,18 to 25 years old,City center or metropolitan area,I cannot afford enough food for my family,Some university or college,I am a student,Táchira,0,0,1,1,0,1,1 day,Irregularly,0,0,1,0,0,1,0,0,0,0
6.42228E+15,2021/9/27,Female,26 to 35 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Táchira,0,1,1,1,0,0,3 days,Irregularly,1,1,1,1,0,1,1,0,0,0
5.58058E+15,2021/3/25,Female,36 to 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Some secondary school / high school,"I work part-time, either as an employee or self-employed",Táchira,0,1,0,0,0,1,Every day,Irregularly,1,0,0,0,0,1,0,1,0,0
6.06463E+15,2021/3/13,Female,36 to 45 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Táchira,0,1,0,1,0,0,No,Irregularly,1,0,0,0,0,0,0,0,0,0
5.19782E+15,2021/3/13,Male,26 to 35 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, and I have savings",University or college degree completed,"I work full-time, either as an employee or self-employed",Táchira,1,0,0,0,0,0,No,Irregularly,1,1,1,0,1,1,1,0,1,1
5.95501E+15,2021/3/13,Male,Over 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Táchira,0,1,0,1,0,0,No,Irregularly,1,0,0,1,1,1,0,0,0,0
4.89967E+15,2021/9/27,Female,18 to 25 years old,City center or metropolitan area,"I can afford food, regular expenses, and clothes, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Táchira,0,1,1,0,0,0,3 days,Irregularly,1,1,1,0,1,1,0,1,1,1
5.29078E+15,2021/3/19,Male,18 to 25 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,I am a student and I work part-time,Táchira,0,1,0,1,0,1,No,Irregularly,1,1,1,1,1,1,0,1,1,0
5.55093E+15,2021/3/13,Male,26 to 35 years old,Rural,"I can afford food, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Táchira,0,1,0,1,0,1,No,Irregularly,1,0,1,0,1,0,1,0,0,0
6.03888E+15,2021/4/2,Male,36 to 45 years old,Rural,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Táchira,0,1,0,1,0,1,No,Irregularly,1,0,1,1,1,1,1,1,1,0
6.35053E+15,2021/9/27,Female,Over 45 years old,Rural,"I can afford food and regular expenses, but nothing else",Post-graduate education,I am retired,Táchira,0,0,0,0,0,1,1 day,Irregularly,0,0,1,0,0,1,0,1,1,1
5.50235E+15,2021/3/29,Female,Over 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Primary school completed,"I do housework, fulfilling domestic tasks, looking after children",Táchira,0,0,0,0,0,1,No,Irregularly,1,1,1,0,0,1,0,1,0,0
6.07872E+15,2021/3/13,Female,26 to 35 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, and I have savings",Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Táchira,0,0,0,0,1,1,No,Irregularly,1,0,0,0,1,1,1,0,0,0
5.37933E+15,2021/9/27,Male,18 to 25 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, but I don’t have savings",Secondary school/ high school completed,I am a student and I work part-time,Táchira,0,0,0,0,1,0,No,Irregularly,0,0,0,1,1,0,0,0,0,0
5.16126E+15,2021/3/13,Male,Over 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Táchira,0,1,0,1,0,1,No,Irregularly,1,0,0,1,1,0,0,0,0,0
